baseDate,baseTime,fcstDate,fcstTime,nx,ny,TMP,UUU,VVV,VEC,WSD,SKY,PTY,POP,WAV,PCP,REH,SNO,TMX,TMN
20240227,0500,20240228,1400,56,80,11,-1.7,-0.2,84,1.8,3,0,20,0,강수없음,45,적설없음,,
20240227,0500,20240228,1500,56,80,12,-1.5,-0.3,79,1.6,3,0,20,0,강수없음,45,적설없음,12.0,
20240227,0500,20240228,1600,56,80,11,-1.5,-0.9,61,1.8,3,0,20,0,강수없음,50,적설없음,,
20240227,0500,20240228,1700,56,80,11,-1.5,-1.1,55,1.9,3,0,20,0,강수없음,45,적설없음,,
20240227,0500,20240228,1800,56,80,9,-0.9,-0.9,48,1.3,3,0,20,0,강수없음,55,적설없음,,
20240227,0500,20240228,1900,56,80,7,-0.7,-0.9,42,1.2,3,0,20,0,강수없음,60,적설없음,,
20240227,0500,20240228,2000,56,80,6,-0.9,0.1,96,1,4,0,30,0,강수없음,65,적설없음,,
20240227,0500,20240228,2100,56,80,6,-0.8,1.2,143,1.5,3,0,20,0,강수없음,70,적설없음,,
20240227,0500,20240228,2200,56,80,5,-0.4,1.6,163,1.7,3,0,20,0,강수없음,70,적설없음,,
20240227,0500,20240228,2300,56,80,4,-0.4,1.1,156,1.2,3,0,20,0,강수없음,75,적설없음,,
20240227,0500,20240229,0000,56,80,4,-1,1.3,140,1.7,3,0,20,0,강수없음,75,적설없음,,
20240227,0500,20240229,0100,56,80,4,-1.3,1,126,1.7,4,0,30,0,강수없음,80,적설없음,,
20240227,0500,20240229,0200,56,80,3,-1.2,0.4,107,1.4,4,0,30,0,강수없음,85,적설없음,,
20240227,0500,20240229,0300,56,80,3,-1.2,-0.1,86,1.3,4,0,30,0,강수없음,85,적설없음,,
20240227,0500,20240229,0400,56,80,3,-1.2,-0.4,73,1.4,4,0,30,0,강수없음,85,적설없음,,
20240227,0500,20240229,0500,56,80,3,-1.2,-0.7,62,1.5,4,0,30,0,강수없음,85,적설없음,,
20240227,0500,20240229,0600,56,80,3,-1.4,-0.7,65,1.7,4,0,30,0,강수없음,85,적설없음,,3.0
20240227,0500,20240229,0700,56,80,3,-1.3,-0.5,70,1.5,4,0,30,0,강수없음,85,적설없음,,
20240227,0500,20240229,0800,56,80,4,-0.9,-0.4,68,1.1,4,0,30,0,강수없음,90,적설없음,,
20240227,0500,20240229,0900,56,80,5,-1.4,-0.7,65,1.7,4,0,30,0,강수없음,85,적설없음,,
20240227,0500,20240229,1000,56,80,6,-1,-0.9,51,1.4,4,0,30,0,강수없음,80,적설없음,,
20240227,0500,20240229,1100,56,80,7,-1.7,-1.2,56,2.2,4,1,60,0,1mm 미만,75,적설없음,,
20240227,0500,20240229,1200,56,80,7,-1.6,-2.1,39,2.7,4,1,60,0,1mm 미만,75,적설없음,,
20240227,0500,20240229,1300,56,80,7,-1.4,-2.7,29,3.1,4,1,60,0,1mm 미만,75,적설없음,,
20240227,0500,20240229,1400,56,80,6,-0.8,-3.1,16,3.2,4,1,60,0,1.0mm,80,적설없음,,
20240227,0500,20240229,1500,56,80,6,-0.3,-3.3,7,3.3,4,1,60,0,1.0mm,80,적설없음,7.0,
20240227,0500,20240229,1600,56,80,6,0.3,-3.6,355,3.6,4,1,60,0,1.0mm,80,적설없음,,
20240227,0500,20240229,1700,56,80,6,0.8,-3.5,347,3.6,4,1,60,0,1mm 미만,85,적설없음,,
20240227,0500,20240229,1800,56,80,5,0.4,-2.6,351,2.6,4,1,60,0,1mm 미만,85,적설없음,,
20240227,0500,20240229,1900,56,80,5,0.2,-2.3,355,2.3,4,0,30,0,강수없음,90,적설없음,,
20240227,0500,20240229,2000,56,80,5,0.4,-1.9,348,1.9,4,0,30,0,강수없음,90,적설없음,,
20240227,0500,20240229,2100,56,80,5,0.2,-2.7,356,2.7,4,0,30,0,강수없음,90,적설없음,,
20240227,0500,20240229,2200,56,80,4,0.3,-3,354,3,4,0,30,0,강수없음,90,적설없음,,
20240227,0500,20240229,2300,56,80,4,0.3,-2.8,354,2.8,4,0,30,0,강수없음,90,적설없음,,
20240227,0500,20240301,0000,56,80,4,0.3,-2.6,353,2.6,4,0,30,0,강수없음,85,적설없음,,
